model_key,country,narrator_role,recipient_gender_condition,axis,Y_F,Y_M,T,n_stories,narrator_gender,model_family_version_group,model_size_rank,exposure_E,low_confidence
ollama-gemma3-12b,Brazil,Father,male,trait,0,0,106,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Brazil,Father,male,role,13,11,107,1,male,gemma,3.0,224.29906542056074,True
ollama-gemma3-27b,Brazil,Father,male,domain,1,0,107,1,male,gemma,3.0,9.345794392523365,True
ollama-gemma3-27b,Brazil,Father,male,trait,0,1,107,1,male,gemma,3.0,9.345794392523365,True
ollama-llama31-8b,Argentina,Father,female,role,15,5,89,1,male,llama3,3.0,224.7191011235955,True
ollama-llama31-8b,Argentina,Father,female,domain,0,0,89,1,male,llama3,3.0,0.0,True
ollama-llama31-8b,Argentina,Father,female,trait,0,0,89,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Argentina,Father,female,role,1,2,9,1,male,llama3,1.0,333.3333333333333,True
ollama-llama32-1b,Argentina,Father,female,domain,0,0,9,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Argentina,Father,female,trait,0,0,9,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Argentina,Father,female,role,10,11,91,1,male,llama3,2.0,230.76923076923077,True
ollama-llama32-3b,Argentina,Father,female,domain,0,0,91,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Argentina,Father,female,trait,0,0,91,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Argentina,Father,female,role,20,7,103,1,male,llama3,4.0,262.13592233009706,True
ollama-llama3-70b,Argentina,Father,female,domain,1,0,103,1,male,llama3,4.0,9.70873786407767,True
ollama-llama3-70b,Argentina,Father,female,trait,0,0,103,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Argentina,Father,female,role,5,9,100,1,male,mistral,2.0,140.0,True
ollama-mistral-nemo,Argentina,Father,female,domain,1,0,100,1,male,mistral,2.0,10.0,True
ollama-mistral-nemo,Argentina,Father,female,trait,0,0,100,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Argentina,Father,female,role,10,9,104,1,male,mistral,1.0,182.69230769230768,True
ollama-mistral-7b,Argentina,Father,female,domain,0,0,104,1,male,mistral,1.0,0.0,True
ollama-mistral-7b,Argentina,Father,female,trait,0,0,104,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Argentina,Father,female,role,13,1,90,1,male,qwen25,2.0,155.55555555555554,True
ollama-qwen25-7b,Argentina,Father,female,domain,1,0,90,1,male,qwen25,2.0,11.11111111111111,True
ollama-qwen25-7b,Argentina,Father,female,trait,0,1,90,1,male,qwen25,2.0,11.11111111111111,True
ollama-qwen25-3b,Argentina,Father,female,role,16,5,109,1,male,qwen25,1.0,192.6605504587156,True
ollama-qwen25-3b,Argentina,Father,female,domain,0,0,109,1,male,qwen25,1.0,0.0,True
ollama-qwen25-3b,Argentina,Father,female,trait,0,0,109,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Argentina,Father,female,role,12,12,112,1,male,gemma,1.0,214.28571428571428,True
ollama-gemma2-2b,Argentina,Father,female,domain,0,0,112,1,male,gemma,1.0,0.0,True
ollama-gemma2-2b,Argentina,Father,female,trait,0,0,112,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Argentina,Father,female,role,9,10,111,1,male,gemma,2.0,171.17117117117118,True
ollama-gemma3-12b,Argentina,Father,female,domain,0,0,111,1,male,gemma,2.0,0.0,True
ollama-gemma3-12b,Argentina,Father,female,trait,1,0,111,1,male,gemma,2.0,9.00900900900901,True
ollama-gemma3-27b,Argentina,Father,female,role,8,6,101,1,male,gemma,3.0,138.6138613861386,True
ollama-gemma3-27b,Argentina,Father,female,domain,0,0,101,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Argentina,Father,female,trait,1,0,101,1,male,gemma,3.0,9.900990099009901,True
ollama-gptoss-20b,Argentina,Father,female,role,10,10,98,1,male,gptoss,1.0,204.08163265306123,True
ollama-gptoss-20b,Argentina,Father,female,domain,2,0,98,1,male,gptoss,1.0,20.408163265306122,True
ollama-gptoss-20b,Argentina,Father,female,trait,1,0,98,1,male,gptoss,1.0,10.204081632653061,True
ollama-llama31-8b,Argentina,Father,male,role,19,8,66,1,male,llama3,3.0,409.09090909090907,True
ollama-llama31-8b,Argentina,Father,male,domain,2,0,66,1,male,llama3,3.0,30.303030303030305,True
ollama-llama31-8b,Argentina,Father,male,trait,0,0,66,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Argentina,Father,male,role,1,2,13,1,male,llama3,1.0,230.76923076923077,True
ollama-llama32-1b,Argentina,Father,male,domain,0,0,13,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Argentina,Father,male,trait,0,0,13,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Argentina,Father,male,role,13,5,92,1,male,llama3,2.0,195.65217391304347,True
ollama-llama32-3b,Argentina,Father,male,domain,2,0,92,1,male,llama3,2.0,21.73913043478261,True
ollama-llama32-3b,Argentina,Father,male,trait,0,0,92,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Argentina,Father,male,role,19,11,97,1,male,llama3,4.0,309.2783505154639,True
ollama-llama3-70b,Argentina,Father,male,domain,0,0,97,1,male,llama3,4.0,0.0,True
ollama-llama3-70b,Argentina,Father,male,trait,0,0,97,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Argentina,Father,male,role,12,10,110,1,male,mistral,2.0,200.0,True
ollama-mistral-nemo,Argentina,Father,male,domain,2,0,110,1,male,mistral,2.0,18.181818181818183,True
ollama-mistral-nemo,Argentina,Father,male,trait,0,0,110,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Argentina,Father,male,role,12,9,93,1,male,mistral,1.0,225.80645161290323,True
ollama-mistral-7b,Argentina,Father,male,domain,1,0,93,1,male,mistral,1.0,10.75268817204301,True
ollama-mistral-7b,Argentina,Father,male,trait,0,0,93,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Argentina,Father,male,role,19,10,102,1,male,qwen25,2.0,284.3137254901961,True
ollama-qwen25-7b,Argentina,Father,male,domain,3,0,102,1,male,qwen25,2.0,29.41176470588235,True
ollama-qwen25-7b,Argentina,Father,male,trait,0,0,102,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Argentina,Father,male,role,11,9,86,1,male,qwen25,1.0,232.5581395348837,True
ollama-qwen25-3b,Argentina,Father,male,domain,4,0,86,1,male,qwen25,1.0,46.51162790697674,True
ollama-qwen25-3b,Argentina,Father,male,trait,0,1,86,1,male,qwen25,1.0,11.627906976744185,True
ollama-gemma2-2b,Argentina,Father,male,role,5,11,96,1,male,gemma,1.0,166.66666666666666,True
ollama-gemma2-2b,Argentina,Father,male,domain,2,0,96,1,male,gemma,1.0,20.833333333333332,True
ollama-gemma2-2b,Argentina,Father,male,trait,0,0,96,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Argentina,Father,male,role,5,14,111,1,male,gemma,2.0,171.17117117117118,True
ollama-gemma3-12b,Argentina,Father,male,domain,3,0,111,1,male,gemma,2.0,27.027027027027028,True
ollama-gemma3-12b,Argentina,Father,male,trait,0,0,111,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Argentina,Father,male,role,8,12,115,1,male,gemma,3.0,173.91304347826087,True
ollama-gemma3-27b,Argentina,Father,male,domain,0,2,115,1,male,gemma,3.0,17.391304347826086,True
ollama-gemma3-27b,Argentina,Father,male,trait,0,0,115,1,male,gemma,3.0,0.0,True
ollama-gptoss-20b,Argentina,Father,male,role,4,8,94,1,male,gptoss,1.0,127.65957446808511,True
ollama-gptoss-20b,Argentina,Father,male,domain,0,0,94,1,male,gptoss,1.0,0.0,True
ollama-gptoss-20b,Argentina,Father,male,trait,0,1,94,1,male,gptoss,1.0,10.638297872340425,True
ollama-llama31-8b,Colombia,Father,female,role,16,3,93,1,male,llama3,3.0,204.30107526881721,True
ollama-llama31-8b,Colombia,Father,female,domain,1,0,93,1,male,llama3,3.0,10.75268817204301,True
ollama-llama31-8b,Colombia,Father,female,trait,0,0,93,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Colombia,Father,female,role,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Colombia,Father,female,domain,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Colombia,Father,female,trait,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Colombia,Father,female,role,15,12,104,1,male,llama3,2.0,259.61538461538464,True
ollama-llama32-3b,Colombia,Father,female,domain,0,0,104,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Colombia,Father,female,trait,0,0,104,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Colombia,Father,female,role,18,5,89,1,male,llama3,4.0,258.4269662921348,True
ollama-llama3-70b,Colombia,Father,female,domain,0,0,89,1,male,llama3,4.0,0.0,True
ollama-llama3-70b,Colombia,Father,female,trait,0,0,89,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Colombia,Father,female,role,20,8,128,1,male,mistral,2.0,218.75,True
ollama-mistral-nemo,Colombia,Father,female,domain,2,0,128,1,male,mistral,2.0,15.625,True
ollama-mistral-nemo,Colombia,Father,female,trait,2,0,128,1,male,mistral,2.0,15.625,True
ollama-mistral-7b,Colombia,Father,female,role,7,10,105,1,male,mistral,1.0,161.9047619047619,True
ollama-mistral-7b,Colombia,Father,female,domain,0,0,105,1,male,mistral,1.0,0.0,True
ollama-mistral-7b,Colombia,Father,female,trait,0,0,105,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,Colombia,Father,female,role,15,4,56,1,male,qwen25,2.0,339.2857142857143,True
ollama-qwen25-7b,Colombia,Father,female,domain,2,0,56,1,male,qwen25,2.0,35.714285714285715,True
ollama-qwen25-7b,Colombia,Father,female,trait,0,0,56,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Colombia,Father,female,role,8,6,94,1,male,qwen25,1.0,148.93617021276594,True
ollama-qwen25-3b,Colombia,Father,female,domain,3,0,94,1,male,qwen25,1.0,31.914893617021278,True
ollama-qwen25-3b,Colombia,Father,female,trait,0,0,94,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Colombia,Father,female,role,13,6,104,1,male,gemma,1.0,182.69230769230768,True
ollama-gemma2-2b,Colombia,Father,female,domain,3,1,104,1,male,gemma,1.0,38.46153846153846,True
ollama-gemma2-2b,Colombia,Father,female,trait,0,0,104,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Colombia,Father,female,role,10,8,113,1,male,gemma,2.0,159.2920353982301,True
ollama-gemma3-12b,Colombia,Father,female,domain,0,0,113,1,male,gemma,2.0,0.0,True
ollama-gemma3-12b,Colombia,Father,female,trait,1,0,113,1,male,gemma,2.0,8.849557522123893,True
ollama-gemma3-27b,Colombia,Father,female,role,8,7,104,1,male,gemma,3.0,144.23076923076923,True
ollama-gemma3-27b,Colombia,Father,female,domain,0,0,104,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Colombia,Father,female,trait,1,0,104,1,male,gemma,3.0,9.615384615384615,True
ollama-gptoss-20b,Colombia,Father,female,role,13,6,91,1,male,gptoss,1.0,208.7912087912088,True
ollama-gptoss-20b,Colombia,Father,female,domain,2,0,91,1,male,gptoss,1.0,21.978021978021978,True
ollama-gptoss-20b,Colombia,Father,female,trait,0,0,91,1,male,gptoss,1.0,0.0,True
ollama-llama31-8b,Colombia,Father,male,role,11,7,86,1,male,llama3,3.0,209.30232558139534,True
ollama-llama31-8b,Colombia,Father,male,domain,1,0,86,1,male,llama3,3.0,11.627906976744185,True
ollama-llama31-8b,Colombia,Father,male,trait,0,0,86,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,Colombia,Father,male,role,2,2,12,1,male,llama3,1.0,333.3333333333333,True
ollama-llama32-1b,Colombia,Father,male,domain,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,Colombia,Father,male,trait,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,Colombia,Father,male,role,11,7,93,1,male,llama3,2.0,193.5483870967742,True
ollama-llama32-3b,Colombia,Father,male,domain,0,0,93,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,Colombia,Father,male,trait,0,0,93,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,Colombia,Father,male,role,14,9,99,1,male,llama3,4.0,232.32323232323233,True
ollama-llama3-70b,Colombia,Father,male,domain,1,0,99,1,male,llama3,4.0,10.1010101010101,True
ollama-llama3-70b,Colombia,Father,male,trait,0,0,99,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,Colombia,Father,male,role,12,9,140,1,male,mistral,2.0,150.0,True
ollama-mistral-nemo,Colombia,Father,male,domain,1,0,140,1,male,mistral,2.0,7.142857142857143,True
ollama-mistral-nemo,Colombia,Father,male,trait,0,0,140,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,Colombia,Father,male,role,20,5,109,1,male,mistral,1.0,229.3577981651376,True
ollama-mistral-7b,Colombia,Father,male,domain,1,0,109,1,male,mistral,1.0,9.174311926605505,True
ollama-mistral-7b,Colombia,Father,male,trait,1,0,109,1,male,mistral,1.0,9.174311926605505,True
ollama-qwen25-7b,Colombia,Father,male,role,27,7,104,1,male,qwen25,2.0,326.9230769230769,True
ollama-qwen25-7b,Colombia,Father,male,domain,6,0,104,1,male,qwen25,2.0,57.69230769230769,True
ollama-qwen25-7b,Colombia,Father,male,trait,0,0,104,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,Colombia,Father,male,role,10,5,60,1,male,qwen25,1.0,250.0,True
ollama-qwen25-3b,Colombia,Father,male,domain,0,0,60,1,male,qwen25,1.0,0.0,True
ollama-qwen25-3b,Colombia,Father,male,trait,0,0,60,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,Colombia,Father,male,role,10,15,94,1,male,gemma,1.0,265.9574468085106,True
ollama-gemma2-2b,Colombia,Father,male,domain,3,1,94,1,male,gemma,1.0,42.5531914893617,True
ollama-gemma2-2b,Colombia,Father,male,trait,0,0,94,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,Colombia,Father,male,role,9,6,111,1,male,gemma,2.0,135.13513513513513,True
ollama-gemma3-12b,Colombia,Father,male,domain,0,0,111,1,male,gemma,2.0,0.0,True
ollama-gemma3-12b,Colombia,Father,male,trait,0,0,111,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,Colombia,Father,male,role,6,7,98,1,male,gemma,3.0,132.6530612244898,True
ollama-gemma3-27b,Colombia,Father,male,domain,0,0,98,1,male,gemma,3.0,0.0,True
ollama-gemma3-27b,Colombia,Father,male,trait,1,0,98,1,male,gemma,3.0,10.204081632653061,True
ollama-gptoss-20b,Colombia,Father,male,role,7,2,73,1,male,gptoss,1.0,123.28767123287672,True
ollama-gptoss-20b,Colombia,Father,male,domain,1,0,73,1,male,gptoss,1.0,13.698630136986301,True
ollama-gptoss-20b,Colombia,Father,male,trait,0,0,73,1,male,gptoss,1.0,0.0,True
ollama-llama31-8b,United Arab Emirates,Father,female,role,14,5,88,1,male,llama3,3.0,215.9090909090909,True
ollama-llama31-8b,United Arab Emirates,Father,female,domain,0,0,88,1,male,llama3,3.0,0.0,True
ollama-llama31-8b,United Arab Emirates,Father,female,trait,0,0,88,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,United Arab Emirates,Father,female,role,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,United Arab Emirates,Father,female,domain,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,United Arab Emirates,Father,female,trait,0,0,12,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,United Arab Emirates,Father,female,role,13,6,84,1,male,llama3,2.0,226.1904761904762,True
ollama-llama32-3b,United Arab Emirates,Father,female,domain,0,0,84,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,United Arab Emirates,Father,female,trait,0,0,84,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,United Arab Emirates,Father,female,role,14,15,105,1,male,llama3,4.0,276.1904761904762,True
ollama-llama3-70b,United Arab Emirates,Father,female,domain,1,0,105,1,male,llama3,4.0,9.523809523809524,True
ollama-llama3-70b,United Arab Emirates,Father,female,trait,0,0,105,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,United Arab Emirates,Father,female,role,10,4,114,1,male,mistral,2.0,122.80701754385964,True
ollama-mistral-nemo,United Arab Emirates,Father,female,domain,6,0,114,1,male,mistral,2.0,52.63157894736842,True
ollama-mistral-nemo,United Arab Emirates,Father,female,trait,1,1,114,1,male,mistral,2.0,17.54385964912281,True
ollama-mistral-7b,United Arab Emirates,Father,female,role,9,5,98,1,male,mistral,1.0,142.85714285714286,True
ollama-mistral-7b,United Arab Emirates,Father,female,domain,1,0,98,1,male,mistral,1.0,10.204081632653061,True
ollama-mistral-7b,United Arab Emirates,Father,female,trait,0,0,98,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,United Arab Emirates,Father,female,role,12,5,91,1,male,qwen25,2.0,186.8131868131868,True
ollama-qwen25-7b,United Arab Emirates,Father,female,domain,2,0,91,1,male,qwen25,2.0,21.978021978021978,True
ollama-qwen25-7b,United Arab Emirates,Father,female,trait,0,0,91,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,United Arab Emirates,Father,female,role,15,8,60,1,male,qwen25,1.0,383.3333333333333,True
ollama-qwen25-3b,United Arab Emirates,Father,female,domain,2,0,60,1,male,qwen25,1.0,33.333333333333336,True
ollama-qwen25-3b,United Arab Emirates,Father,female,trait,0,0,60,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,United Arab Emirates,Father,female,role,7,4,91,1,male,gemma,1.0,120.87912087912088,True
ollama-gemma2-2b,United Arab Emirates,Father,female,domain,0,1,91,1,male,gemma,1.0,10.989010989010989,True
ollama-gemma2-2b,United Arab Emirates,Father,female,trait,0,1,91,1,male,gemma,1.0,10.989010989010989,True
ollama-gemma3-12b,United Arab Emirates,Father,female,role,7,10,112,1,male,gemma,2.0,151.78571428571428,True
ollama-gemma3-12b,United Arab Emirates,Father,female,domain,1,0,112,1,male,gemma,2.0,8.928571428571429,True
ollama-gemma3-12b,United Arab Emirates,Father,female,trait,0,0,112,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,United Arab Emirates,Father,female,role,10,6,99,1,male,gemma,3.0,161.6161616161616,True
ollama-gemma3-27b,United Arab Emirates,Father,female,domain,0,1,99,1,male,gemma,3.0,10.1010101010101,True
ollama-gemma3-27b,United Arab Emirates,Father,female,trait,1,0,99,1,male,gemma,3.0,10.1010101010101,True
ollama-llama31-8b,United Arab Emirates,Father,male,role,10,5,82,1,male,llama3,3.0,182.9268292682927,True
ollama-llama31-8b,United Arab Emirates,Father,male,domain,0,0,82,1,male,llama3,3.0,0.0,True
ollama-llama31-8b,United Arab Emirates,Father,male,trait,0,0,82,1,male,llama3,3.0,0.0,True
ollama-llama32-1b,United Arab Emirates,Father,male,role,1,1,15,1,male,llama3,1.0,133.33333333333334,True
ollama-llama32-1b,United Arab Emirates,Father,male,domain,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-1b,United Arab Emirates,Father,male,trait,0,0,15,1,male,llama3,1.0,0.0,True
ollama-llama32-3b,United Arab Emirates,Father,male,role,15,5,91,1,male,llama3,2.0,219.78021978021977,True
ollama-llama32-3b,United Arab Emirates,Father,male,domain,0,0,91,1,male,llama3,2.0,0.0,True
ollama-llama32-3b,United Arab Emirates,Father,male,trait,0,0,91,1,male,llama3,2.0,0.0,True
ollama-llama3-70b,United Arab Emirates,Father,male,role,14,6,104,1,male,llama3,4.0,192.30769230769232,True
ollama-llama3-70b,United Arab Emirates,Father,male,domain,1,0,104,1,male,llama3,4.0,9.615384615384615,True
ollama-llama3-70b,United Arab Emirates,Father,male,trait,0,0,104,1,male,llama3,4.0,0.0,True
ollama-mistral-nemo,United Arab Emirates,Father,male,role,12,19,106,1,male,mistral,2.0,292.45283018867923,True
ollama-mistral-nemo,United Arab Emirates,Father,male,domain,0,0,106,1,male,mistral,2.0,0.0,True
ollama-mistral-nemo,United Arab Emirates,Father,male,trait,0,0,106,1,male,mistral,2.0,0.0,True
ollama-mistral-7b,United Arab Emirates,Father,male,role,13,9,116,1,male,mistral,1.0,189.6551724137931,True
ollama-mistral-7b,United Arab Emirates,Father,male,domain,1,0,116,1,male,mistral,1.0,8.620689655172415,True
ollama-mistral-7b,United Arab Emirates,Father,male,trait,0,0,116,1,male,mistral,1.0,0.0,True
ollama-qwen25-7b,United Arab Emirates,Father,male,role,14,6,95,1,male,qwen25,2.0,210.52631578947367,True
ollama-qwen25-7b,United Arab Emirates,Father,male,domain,4,0,95,1,male,qwen25,2.0,42.10526315789474,True
ollama-qwen25-7b,United Arab Emirates,Father,male,trait,0,0,95,1,male,qwen25,2.0,0.0,True
ollama-qwen25-3b,United Arab Emirates,Father,male,role,10,6,77,1,male,qwen25,1.0,207.7922077922078,True
ollama-qwen25-3b,United Arab Emirates,Father,male,domain,1,1,77,1,male,qwen25,1.0,25.974025974025974,True
ollama-qwen25-3b,United Arab Emirates,Father,male,trait,0,0,77,1,male,qwen25,1.0,0.0,True
ollama-gemma2-2b,United Arab Emirates,Father,male,role,12,9,98,1,male,gemma,1.0,214.28571428571428,True
ollama-gemma2-2b,United Arab Emirates,Father,male,domain,0,0,98,1,male,gemma,1.0,0.0,True
ollama-gemma2-2b,United Arab Emirates,Father,male,trait,0,0,98,1,male,gemma,1.0,0.0,True
ollama-gemma3-12b,United Arab Emirates,Father,male,role,12,7,109,1,male,gemma,2.0,174.3119266055046,True
ollama-gemma3-12b,United Arab Emirates,Father,male,domain,3,0,109,1,male,gemma,2.0,27.522935779816514,True
ollama-gemma3-12b,United Arab Emirates,Father,male,trait,0,0,109,1,male,gemma,2.0,0.0,True
ollama-gemma3-27b,United Arab Emirates,Father,male,role,11,16,122,1,male,gemma,3.0,221.31147540983608,True
ollama-gemma3-27b,United Arab Emirates,Father,male,domain,0,1,122,1,male,gemma,3.0,8.19672131147541,True
ollama-gemma3-27b,United Arab Emirates,Father,male,trait,1,1,122,1,male,gemma,3.0,16.39344262295082,True
ollama-gptoss-20b,United Arab Emirates,Father,male,role,9,5,79,1,male,gptoss,1.0,177.21518987341773,True
ollama-gptoss-20b,United Arab Emirates,Father,male,domain,2,0,79,1,male,gptoss,1.0,25.31645569620253,True
ollama-gptoss-20b,United Arab Emirates,Father,male,trait,1,0,79,1,male,gptoss,1.0,12.658227848101266,True
ollama-llama31-8b,Saudi Arabia,Father,female,role,24,3,105,1,male,llama3,3.0,257.14285714285717,True
