id,axis,Y_F,Y_M,T,country,narrator_role,narrator_gender,recipient_gender_condition,recipient_gender_label,model_key,model_family_version_group,H_exposure
ollama-mistral-nemo_Father_Brazil_female,role,6,15,136,Brazil,Father,male,female,daughter,ollama-mistral-nemo,mistral,21
ollama-mistral-nemo_Father_Brazil_female,domain,4,0,136,Brazil,Father,male,female,daughter,ollama-mistral-nemo,mistral,4
ollama-mistral-nemo_Father_Brazil_female,trait,0,0,136,Brazil,Father,male,female,daughter,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Father_Brazil_female,role,17,7,100,Brazil,Father,male,female,daughter,ollama-mistral-7b,mistral,24
ollama-mistral-7b_Father_Brazil_female,domain,4,1,100,Brazil,Father,male,female,daughter,ollama-mistral-7b,mistral,5
ollama-mistral-7b_Father_Brazil_female,trait,0,0,100,Brazil,Father,male,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Father_Brazil_female,role,14,7,93,Brazil,Father,male,female,daughter,ollama-qwen25-7b,qwen25,21
ollama-qwen25-7b_Father_Brazil_female,domain,1,0,93,Brazil,Father,male,female,daughter,ollama-qwen25-7b,qwen25,1
ollama-qwen25-7b_Father_Brazil_female,trait,0,0,93,Brazil,Father,male,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Father_Brazil_female,role,11,11,104,Brazil,Father,male,female,daughter,ollama-qwen25-3b,qwen25,22
ollama-qwen25-3b_Father_Brazil_female,domain,2,0,104,Brazil,Father,male,female,daughter,ollama-qwen25-3b,qwen25,2
ollama-qwen25-3b_Father_Brazil_female,trait,0,0,104,Brazil,Father,male,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Father_Brazil_female,role,5,8,93,Brazil,Father,male,female,daughter,ollama-gemma2-2b,gemma,13
ollama-gemma2-2b_Father_Brazil_female,domain,0,0,93,Brazil,Father,male,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma2-2b_Father_Brazil_female,trait,0,0,93,Brazil,Father,male,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Father_Brazil_female,role,12,9,108,Brazil,Father,male,female,daughter,ollama-gemma3-12b,gemma,21
ollama-gemma3-12b_Father_Brazil_female,domain,2,0,108,Brazil,Father,male,female,daughter,ollama-gemma3-12b,gemma,2
ollama-gemma3-12b_Father_Brazil_female,trait,2,0,108,Brazil,Father,male,female,daughter,ollama-gemma3-12b,gemma,2
ollama-gemma3-27b_Father_Brazil_female,role,5,4,77,Brazil,Father,male,female,daughter,ollama-gemma3-27b,gemma,9
ollama-gemma3-27b_Father_Brazil_female,domain,0,0,77,Brazil,Father,male,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Father_Brazil_female,trait,0,0,77,Brazil,Father,male,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gptoss-20b_Father_Brazil_female,role,11,0,78,Brazil,Father,male,female,daughter,ollama-gptoss-20b,gptoss,11
ollama-gptoss-20b_Father_Brazil_female,domain,1,0,78,Brazil,Father,male,female,daughter,ollama-gptoss-20b,gptoss,1
ollama-gptoss-20b_Father_Brazil_female,trait,0,0,78,Brazil,Father,male,female,daughter,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_Father_Brazil_male,role,12,4,99,Brazil,Father,male,male,son,ollama-llama31-8b,llama3,16
ollama-llama31-8b_Father_Brazil_male,domain,2,0,99,Brazil,Father,male,male,son,ollama-llama31-8b,llama3,2
ollama-llama31-8b_Father_Brazil_male,trait,0,0,99,Brazil,Father,male,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Father_Brazil_male,role,1,0,12,Brazil,Father,male,male,son,ollama-llama32-1b,llama3,1
ollama-llama32-1b_Father_Brazil_male,domain,0,0,12,Brazil,Father,male,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Father_Brazil_male,trait,0,0,12,Brazil,Father,male,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Father_Brazil_male,role,17,5,106,Brazil,Father,male,male,son,ollama-llama32-3b,llama3,22
ollama-llama32-3b_Father_Brazil_male,domain,0,0,106,Brazil,Father,male,male,son,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Father_Brazil_male,trait,0,0,106,Brazil,Father,male,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Father_Brazil_male,role,13,12,93,Brazil,Father,male,male,son,ollama-llama3-70b,llama3,25
ollama-llama3-70b_Father_Brazil_male,domain,1,0,93,Brazil,Father,male,male,son,ollama-llama3-70b,llama3,1
ollama-llama3-70b_Father_Brazil_male,trait,0,0,93,Brazil,Father,male,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Father_Brazil_male,role,11,8,107,Brazil,Father,male,male,son,ollama-mistral-nemo,mistral,19
ollama-mistral-nemo_Father_Brazil_male,domain,2,0,107,Brazil,Father,male,male,son,ollama-mistral-nemo,mistral,2
ollama-mistral-nemo_Father_Brazil_male,trait,1,0,107,Brazil,Father,male,male,son,ollama-mistral-nemo,mistral,1
ollama-mistral-7b_Father_Brazil_male,role,15,7,104,Brazil,Father,male,male,son,ollama-mistral-7b,mistral,22
ollama-mistral-7b_Father_Brazil_male,domain,1,0,104,Brazil,Father,male,male,son,ollama-mistral-7b,mistral,1
ollama-mistral-7b_Father_Brazil_male,trait,0,0,104,Brazil,Father,male,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Father_Brazil_male,role,12,7,105,Brazil,Father,male,male,son,ollama-qwen25-7b,qwen25,19
ollama-qwen25-7b_Father_Brazil_male,domain,0,0,105,Brazil,Father,male,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-7b_Father_Brazil_male,trait,0,0,105,Brazil,Father,male,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Father_Brazil_male,role,7,2,50,Brazil,Father,male,male,son,ollama-qwen25-3b,qwen25,9
ollama-qwen25-3b_Father_Brazil_male,domain,1,0,50,Brazil,Father,male,male,son,ollama-qwen25-3b,qwen25,1
ollama-qwen25-3b_Father_Brazil_male,trait,0,0,50,Brazil,Father,male,male,son,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Father_Brazil_male,role,11,4,93,Brazil,Father,male,male,son,ollama-gemma2-2b,gemma,15
ollama-gemma2-2b_Father_Brazil_male,domain,2,0,93,Brazil,Father,male,male,son,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_Father_Brazil_male,trait,1,0,93,Brazil,Father,male,male,son,ollama-gemma2-2b,gemma,1
ollama-gemma3-12b_Father_Brazil_male,role,7,13,106,Brazil,Father,male,male,son,ollama-gemma3-12b,gemma,20
ollama-gemma3-12b_Father_Brazil_male,domain,0,0,106,Brazil,Father,male,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Father_Brazil_male,trait,0,0,106,Brazil,Father,male,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_Father_Brazil_male,role,13,11,107,Brazil,Father,male,male,son,ollama-gemma3-27b,gemma,24
ollama-gemma3-27b_Father_Brazil_male,domain,1,0,107,Brazil,Father,male,male,son,ollama-gemma3-27b,gemma,1
ollama-gemma3-27b_Father_Brazil_male,trait,0,1,107,Brazil,Father,male,male,son,ollama-gemma3-27b,gemma,1
ollama-llama31-8b_Father_Argentina_female,role,15,5,89,Argentina,Father,male,female,daughter,ollama-llama31-8b,llama3,20
ollama-llama31-8b_Father_Argentina_female,domain,0,0,89,Argentina,Father,male,female,daughter,ollama-llama31-8b,llama3,0
ollama-llama31-8b_Father_Argentina_female,trait,0,0,89,Argentina,Father,male,female,daughter,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Father_Argentina_female,role,1,2,9,Argentina,Father,male,female,daughter,ollama-llama32-1b,llama3,3
ollama-llama32-1b_Father_Argentina_female,domain,0,0,9,Argentina,Father,male,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Father_Argentina_female,trait,0,0,9,Argentina,Father,male,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Father_Argentina_female,role,10,11,91,Argentina,Father,male,female,daughter,ollama-llama32-3b,llama3,21
ollama-llama32-3b_Father_Argentina_female,domain,0,0,91,Argentina,Father,male,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Father_Argentina_female,trait,0,0,91,Argentina,Father,male,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Father_Argentina_female,role,20,7,103,Argentina,Father,male,female,daughter,ollama-llama3-70b,llama3,27
ollama-llama3-70b_Father_Argentina_female,domain,1,0,103,Argentina,Father,male,female,daughter,ollama-llama3-70b,llama3,1
ollama-llama3-70b_Father_Argentina_female,trait,0,0,103,Argentina,Father,male,female,daughter,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Father_Argentina_female,role,5,9,100,Argentina,Father,male,female,daughter,ollama-mistral-nemo,mistral,14
ollama-mistral-nemo_Father_Argentina_female,domain,1,0,100,Argentina,Father,male,female,daughter,ollama-mistral-nemo,mistral,1
ollama-mistral-nemo_Father_Argentina_female,trait,0,0,100,Argentina,Father,male,female,daughter,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Father_Argentina_female,role,10,9,104,Argentina,Father,male,female,daughter,ollama-mistral-7b,mistral,19
ollama-mistral-7b_Father_Argentina_female,domain,0,0,104,Argentina,Father,male,female,daughter,ollama-mistral-7b,mistral,0
ollama-mistral-7b_Father_Argentina_female,trait,0,0,104,Argentina,Father,male,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Father_Argentina_female,role,13,1,90,Argentina,Father,male,female,daughter,ollama-qwen25-7b,qwen25,14
ollama-qwen25-7b_Father_Argentina_female,domain,1,0,90,Argentina,Father,male,female,daughter,ollama-qwen25-7b,qwen25,1
ollama-qwen25-7b_Father_Argentina_female,trait,0,1,90,Argentina,Father,male,female,daughter,ollama-qwen25-7b,qwen25,1
ollama-qwen25-3b_Father_Argentina_female,role,16,5,109,Argentina,Father,male,female,daughter,ollama-qwen25-3b,qwen25,21
ollama-qwen25-3b_Father_Argentina_female,domain,0,0,109,Argentina,Father,male,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-qwen25-3b_Father_Argentina_female,trait,0,0,109,Argentina,Father,male,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Father_Argentina_female,role,12,12,112,Argentina,Father,male,female,daughter,ollama-gemma2-2b,gemma,24
ollama-gemma2-2b_Father_Argentina_female,domain,0,0,112,Argentina,Father,male,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma2-2b_Father_Argentina_female,trait,0,0,112,Argentina,Father,male,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Father_Argentina_female,role,9,10,111,Argentina,Father,male,female,daughter,ollama-gemma3-12b,gemma,19
ollama-gemma3-12b_Father_Argentina_female,domain,0,0,111,Argentina,Father,male,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Father_Argentina_female,trait,1,0,111,Argentina,Father,male,female,daughter,ollama-gemma3-12b,gemma,1
ollama-gemma3-27b_Father_Argentina_female,role,8,6,101,Argentina,Father,male,female,daughter,ollama-gemma3-27b,gemma,14
ollama-gemma3-27b_Father_Argentina_female,domain,0,0,101,Argentina,Father,male,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Father_Argentina_female,trait,1,0,101,Argentina,Father,male,female,daughter,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_Father_Argentina_female,role,10,10,98,Argentina,Father,male,female,daughter,ollama-gptoss-20b,gptoss,20
ollama-gptoss-20b_Father_Argentina_female,domain,2,0,98,Argentina,Father,male,female,daughter,ollama-gptoss-20b,gptoss,2
ollama-gptoss-20b_Father_Argentina_female,trait,1,0,98,Argentina,Father,male,female,daughter,ollama-gptoss-20b,gptoss,1
ollama-llama31-8b_Father_Argentina_male,role,19,8,66,Argentina,Father,male,male,son,ollama-llama31-8b,llama3,27
ollama-llama31-8b_Father_Argentina_male,domain,2,0,66,Argentina,Father,male,male,son,ollama-llama31-8b,llama3,2
ollama-llama31-8b_Father_Argentina_male,trait,0,0,66,Argentina,Father,male,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Father_Argentina_male,role,1,2,13,Argentina,Father,male,male,son,ollama-llama32-1b,llama3,3
ollama-llama32-1b_Father_Argentina_male,domain,0,0,13,Argentina,Father,male,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Father_Argentina_male,trait,0,0,13,Argentina,Father,male,male,son,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Father_Argentina_male,role,13,5,92,Argentina,Father,male,male,son,ollama-llama32-3b,llama3,18
ollama-llama32-3b_Father_Argentina_male,domain,2,0,92,Argentina,Father,male,male,son,ollama-llama32-3b,llama3,2
ollama-llama32-3b_Father_Argentina_male,trait,0,0,92,Argentina,Father,male,male,son,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Father_Argentina_male,role,19,11,97,Argentina,Father,male,male,son,ollama-llama3-70b,llama3,30
ollama-llama3-70b_Father_Argentina_male,domain,0,0,97,Argentina,Father,male,male,son,ollama-llama3-70b,llama3,0
ollama-llama3-70b_Father_Argentina_male,trait,0,0,97,Argentina,Father,male,male,son,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Father_Argentina_male,role,12,10,110,Argentina,Father,male,male,son,ollama-mistral-nemo,mistral,22
ollama-mistral-nemo_Father_Argentina_male,domain,2,0,110,Argentina,Father,male,male,son,ollama-mistral-nemo,mistral,2
ollama-mistral-nemo_Father_Argentina_male,trait,0,0,110,Argentina,Father,male,male,son,ollama-mistral-nemo,mistral,0
ollama-mistral-7b_Father_Argentina_male,role,12,9,93,Argentina,Father,male,male,son,ollama-mistral-7b,mistral,21
ollama-mistral-7b_Father_Argentina_male,domain,1,0,93,Argentina,Father,male,male,son,ollama-mistral-7b,mistral,1
ollama-mistral-7b_Father_Argentina_male,trait,0,0,93,Argentina,Father,male,male,son,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Father_Argentina_male,role,19,10,102,Argentina,Father,male,male,son,ollama-qwen25-7b,qwen25,29
ollama-qwen25-7b_Father_Argentina_male,domain,3,0,102,Argentina,Father,male,male,son,ollama-qwen25-7b,qwen25,3
ollama-qwen25-7b_Father_Argentina_male,trait,0,0,102,Argentina,Father,male,male,son,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Father_Argentina_male,role,11,9,86,Argentina,Father,male,male,son,ollama-qwen25-3b,qwen25,20
ollama-qwen25-3b_Father_Argentina_male,domain,4,0,86,Argentina,Father,male,male,son,ollama-qwen25-3b,qwen25,4
ollama-qwen25-3b_Father_Argentina_male,trait,0,1,86,Argentina,Father,male,male,son,ollama-qwen25-3b,qwen25,1
ollama-gemma2-2b_Father_Argentina_male,role,5,11,96,Argentina,Father,male,male,son,ollama-gemma2-2b,gemma,16
ollama-gemma2-2b_Father_Argentina_male,domain,2,0,96,Argentina,Father,male,male,son,ollama-gemma2-2b,gemma,2
ollama-gemma2-2b_Father_Argentina_male,trait,0,0,96,Argentina,Father,male,male,son,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Father_Argentina_male,role,5,14,111,Argentina,Father,male,male,son,ollama-gemma3-12b,gemma,19
ollama-gemma3-12b_Father_Argentina_male,domain,3,0,111,Argentina,Father,male,male,son,ollama-gemma3-12b,gemma,3
ollama-gemma3-12b_Father_Argentina_male,trait,0,0,111,Argentina,Father,male,male,son,ollama-gemma3-12b,gemma,0
ollama-gemma3-27b_Father_Argentina_male,role,8,12,115,Argentina,Father,male,male,son,ollama-gemma3-27b,gemma,20
ollama-gemma3-27b_Father_Argentina_male,domain,0,2,115,Argentina,Father,male,male,son,ollama-gemma3-27b,gemma,2
ollama-gemma3-27b_Father_Argentina_male,trait,0,0,115,Argentina,Father,male,male,son,ollama-gemma3-27b,gemma,0
ollama-gptoss-20b_Father_Argentina_male,role,4,8,94,Argentina,Father,male,male,son,ollama-gptoss-20b,gptoss,12
ollama-gptoss-20b_Father_Argentina_male,domain,0,0,94,Argentina,Father,male,male,son,ollama-gptoss-20b,gptoss,0
ollama-gptoss-20b_Father_Argentina_male,trait,0,1,94,Argentina,Father,male,male,son,ollama-gptoss-20b,gptoss,1
ollama-llama31-8b_Father_Colombia_female,role,16,3,93,Colombia,Father,male,female,daughter,ollama-llama31-8b,llama3,19
ollama-llama31-8b_Father_Colombia_female,domain,1,0,93,Colombia,Father,male,female,daughter,ollama-llama31-8b,llama3,1
ollama-llama31-8b_Father_Colombia_female,trait,0,0,93,Colombia,Father,male,female,daughter,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Father_Colombia_female,role,0,0,12,Colombia,Father,male,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Father_Colombia_female,domain,0,0,12,Colombia,Father,male,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-1b_Father_Colombia_female,trait,0,0,12,Colombia,Father,male,female,daughter,ollama-llama32-1b,llama3,0
ollama-llama32-3b_Father_Colombia_female,role,15,12,104,Colombia,Father,male,female,daughter,ollama-llama32-3b,llama3,27
ollama-llama32-3b_Father_Colombia_female,domain,0,0,104,Colombia,Father,male,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama32-3b_Father_Colombia_female,trait,0,0,104,Colombia,Father,male,female,daughter,ollama-llama32-3b,llama3,0
ollama-llama3-70b_Father_Colombia_female,role,18,5,89,Colombia,Father,male,female,daughter,ollama-llama3-70b,llama3,23
ollama-llama3-70b_Father_Colombia_female,domain,0,0,89,Colombia,Father,male,female,daughter,ollama-llama3-70b,llama3,0
ollama-llama3-70b_Father_Colombia_female,trait,0,0,89,Colombia,Father,male,female,daughter,ollama-llama3-70b,llama3,0
ollama-mistral-nemo_Father_Colombia_female,role,20,8,128,Colombia,Father,male,female,daughter,ollama-mistral-nemo,mistral,28
ollama-mistral-nemo_Father_Colombia_female,domain,2,0,128,Colombia,Father,male,female,daughter,ollama-mistral-nemo,mistral,2
ollama-mistral-nemo_Father_Colombia_female,trait,2,0,128,Colombia,Father,male,female,daughter,ollama-mistral-nemo,mistral,2
ollama-mistral-7b_Father_Colombia_female,role,7,10,105,Colombia,Father,male,female,daughter,ollama-mistral-7b,mistral,17
ollama-mistral-7b_Father_Colombia_female,domain,0,0,105,Colombia,Father,male,female,daughter,ollama-mistral-7b,mistral,0
ollama-mistral-7b_Father_Colombia_female,trait,0,0,105,Colombia,Father,male,female,daughter,ollama-mistral-7b,mistral,0
ollama-qwen25-7b_Father_Colombia_female,role,15,4,56,Colombia,Father,male,female,daughter,ollama-qwen25-7b,qwen25,19
ollama-qwen25-7b_Father_Colombia_female,domain,2,0,56,Colombia,Father,male,female,daughter,ollama-qwen25-7b,qwen25,2
ollama-qwen25-7b_Father_Colombia_female,trait,0,0,56,Colombia,Father,male,female,daughter,ollama-qwen25-7b,qwen25,0
ollama-qwen25-3b_Father_Colombia_female,role,8,6,94,Colombia,Father,male,female,daughter,ollama-qwen25-3b,qwen25,14
ollama-qwen25-3b_Father_Colombia_female,domain,3,0,94,Colombia,Father,male,female,daughter,ollama-qwen25-3b,qwen25,3
ollama-qwen25-3b_Father_Colombia_female,trait,0,0,94,Colombia,Father,male,female,daughter,ollama-qwen25-3b,qwen25,0
ollama-gemma2-2b_Father_Colombia_female,role,13,6,104,Colombia,Father,male,female,daughter,ollama-gemma2-2b,gemma,19
ollama-gemma2-2b_Father_Colombia_female,domain,3,1,104,Colombia,Father,male,female,daughter,ollama-gemma2-2b,gemma,4
ollama-gemma2-2b_Father_Colombia_female,trait,0,0,104,Colombia,Father,male,female,daughter,ollama-gemma2-2b,gemma,0
ollama-gemma3-12b_Father_Colombia_female,role,10,8,113,Colombia,Father,male,female,daughter,ollama-gemma3-12b,gemma,18
ollama-gemma3-12b_Father_Colombia_female,domain,0,0,113,Colombia,Father,male,female,daughter,ollama-gemma3-12b,gemma,0
ollama-gemma3-12b_Father_Colombia_female,trait,1,0,113,Colombia,Father,male,female,daughter,ollama-gemma3-12b,gemma,1
ollama-gemma3-27b_Father_Colombia_female,role,8,7,104,Colombia,Father,male,female,daughter,ollama-gemma3-27b,gemma,15
ollama-gemma3-27b_Father_Colombia_female,domain,0,0,104,Colombia,Father,male,female,daughter,ollama-gemma3-27b,gemma,0
ollama-gemma3-27b_Father_Colombia_female,trait,1,0,104,Colombia,Father,male,female,daughter,ollama-gemma3-27b,gemma,1
ollama-gptoss-20b_Father_Colombia_female,role,13,6,91,Colombia,Father,male,female,daughter,ollama-gptoss-20b,gptoss,19
ollama-gptoss-20b_Father_Colombia_female,domain,2,0,91,Colombia,Father,male,female,daughter,ollama-gptoss-20b,gptoss,2
ollama-gptoss-20b_Father_Colombia_female,trait,0,0,91,Colombia,Father,male,female,daughter,ollama-gptoss-20b,gptoss,0
ollama-llama31-8b_Father_Colombia_male,role,11,7,86,Colombia,Father,male,male,son,ollama-llama31-8b,llama3,18
ollama-llama31-8b_Father_Colombia_male,domain,1,0,86,Colombia,Father,male,male,son,ollama-llama31-8b,llama3,1
ollama-llama31-8b_Father_Colombia_male,trait,0,0,86,Colombia,Father,male,male,son,ollama-llama31-8b,llama3,0
ollama-llama32-1b_Father_Colombia_male,role,2,2,12,Colombia,Father,male,male,son,ollama-llama32-1b,llama3,4
ollama-llama32-1b_Father_Colombia_male,domain,0,0,12,Colombia,Father,male,male,son,ollama-llama32-1b,llama3,0
